name,team,opposition,position,status,runs,balls,fours,sixes,strike_rate,match_id,year
Quinton de Kock,MI,PBKS,1,b Cottrell,0,5,0,0,0.00,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
Rohit Sharma,MI,PBKS,1,c Neesham b Mohammed Shami,70,45,8,3,155.55,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
Suryakumar Yadav,MI,PBKS,3,run out (Mohammed Shami),10,7,2,0,142.85,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
Ishan Kishan,MI,PBKS,4,c Nair b Gowtham,28,32,1,1,87.50,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
Kieron Pollard,MI,PBKS,5,not out,47,20,3,4,235.00,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
Hardik Pandya,MI,PBKS,6,not out,30,11,3,2,272.72,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
KL Rahul,PBKS,MI,1,b Chahar,17,19,1,0,89.47,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
Mayank Agarwal,PBKS,MI,1,b Bumrah,25,18,3,0,138.88,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
Karun Nair,PBKS,MI,3,b KH Pandya,0,3,0,0,0.00,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
Nicholas Pooran,PBKS,MI,4,c †de Kock b Pattinson,44,27,3,2,162.96,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
Glenn Maxwell,PBKS,MI,5,c Boult b Chahar,11,18,0,0,61.11,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
James Neesham,PBKS,MI,6,c Yadav b Bumrah,7,7,0,0,100.00,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
Sarfaraz Khan,PBKS,MI,7,lbw b Pattinson,7,8,1,0,87.50,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
Krishnappa Gowtham,PBKS,MI,8,not out,22,13,2,1,169.23,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
Ravi Bishnoi,PBKS,MI,9,c Yadav b Boult,1,5,0,0,20.00,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
Mohammed Shami,PBKS,MI,10,not out,2,2,0,0,100.00,kings-xi-punjab-vs-mumbai-indians-13th-match-1216503,2020
David Warner,SRH,CSK,1,c du Plessis b Chawla,28,29,3,0,96.55,chennai-super-kings-vs-sunrisers-hyderabad-14th-match-1216516,2020
Jonny Bairstow,SRH,CSK,1,b Chahar,0,3,0,0,0.00,chennai-super-kings-vs-sunrisers-hyderabad-14th-match-1216516,2020
Manish Pandey,SRH,CSK,3,c Curran b Thakur,29,21,5,0,138.09,chennai-super-kings-vs-sunrisers-hyderabad-14th-match-1216516,2020
Kane Williamson,SRH,CSK,4,run out (Rayudu/†Dhoni),9,13,1,0,69.23,chennai-super-kings-vs-sunrisers-hyderabad-14th-match-1216516,2020
Priyam Garg,SRH,CSK,5,not out,51,26,6,1,196.15,chennai-super-kings-vs-sunrisers-hyderabad-14th-match-1216516,2020
Abhishek Sharma,SRH,CSK,6,c †Dhoni b Chahar,31,24,4,1,129.16,chennai-super-kings-vs-sunrisers-hyderabad-14th-match-1216516,2020
Abdul Samad,SRH,CSK,7,not out,8,6,0,0,133.33,chennai-super-kings-vs-sunrisers-hyderabad-14th-match-1216516,2020
Faf du Plessis,CSK,SRH,1,run out (Garg/†Bairstow),22,19,4,0,115.78,chennai-super-kings-vs-sunrisers-hyderabad-14th-match-1216516,2020
Shane Watson,CSK,SRH,1,b Kumar,1,6,0,0,16.66,chennai-super-kings-vs-sunrisers-hyderabad-14th-match-1216516,2020
Ambati Rayudu,CSK,SRH,3,b Natarajan,8,9,1,0,88.88,chennai-super-kings-vs-sunrisers-hyderabad-14th-match-1216516,2020
Kedar Jadhav,CSK,SRH,4,c Warner b Abdul Samad,3,10,0,0,30.00,chennai-super-kings-vs-sunrisers-hyderabad-14th-match-1216516,2020
MS Dhoni,CSK,SRH,5,not out,47,36,4,1,130.55,chennai-super-kings-vs-sunrisers-hyderabad-14th-match-1216516,2020
Ravindra Jadeja,CSK,SRH,6,c Abdul Samad b Natarajan,50,35,5,2,142.85,chennai-super-kings-vs-sunrisers-hyderabad-14th-match-1216516,2020
Sam Curran,CSK,SRH,7,not out,15,5,0,2,300.00,chennai-super-kings-vs-sunrisers-hyderabad-14th-match-1216516,2020
Jos Buttler,RR,RCB,1,c Padikkal b Saini,22,12,3,1,183.33,royal-challengers-bangalore-vs-rajasthan-royals-15th-match-1216514,2020
Steven Smith,RR,RCB,1,b Udana,5,5,1,0,100.00,royal-challengers-bangalore-vs-rajasthan-royals-15th-match-1216514,2020
Sanju Samson,RR,RCB,3,c & b Chahal,4,3,1,0,133.33,royal-challengers-bangalore-vs-rajasthan-royals-15th-match-1216514,2020
Robin Uthappa,RR,RCB,4,c Udana b Chahal,17,22,1,0,77.27,royal-challengers-bangalore-vs-rajasthan-royals-15th-match-1216514,2020
Mahipal Lomror,RR,RCB,5,c Padikkal b Chahal,47,39,1,3,120.51,royal-challengers-bangalore-vs-rajasthan-royals-15th-match-1216514,2020
Riyan Parag,RR,RCB,6,c Finch b Udana,16,18,1,0,88.88,royal-challengers-bangalore-vs-rajasthan-royals-15th-match-1216514,2020
Rahul Tewatia,RR,RCB,7,not out,24,12,0,3,200.00,royal-challengers-bangalore-vs-rajasthan-royals-15th-match-1216514,2020
Jofra Archer,RR,RCB,8,not out,16,10,1,1,160.00,royal-challengers-bangalore-vs-rajasthan-royals-15th-match-1216514,2020
Devdutt Padikkal,RCB,RR,1,b Archer,63,45,6,1,140.00,royal-challengers-bangalore-vs-rajasthan-royals-15th-match-1216514,2020
Aaron Finch,RCB,RR,1,lbw b Gopal,8,7,2,0,114.28,royal-challengers-bangalore-vs-rajasthan-royals-15th-match-1216514,2020
Virat Kohli,RCB,RR,3,not out,72,53,7,2,135.84,royal-challengers-bangalore-vs-rajasthan-royals-15th-match-1216514,2020
AB de Villiers,RCB,RR,4,not out,12,10,1,0,120.00,royal-challengers-bangalore-vs-rajasthan-royals-15th-match-1216514,2020
Prithvi Shaw,DC,KKR,1,c Shubman Gill b Nagarkoti,66,41,4,4,160.97,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Shikhar Dhawan,DC,KKR,1,c Morgan b Varun,26,16,2,2,162.50,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Shreyas Iyer,DC,KKR,3,not out,88,38,7,6,231.57,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Rishabh Pant,DC,KKR,4,c Shivam Mavi b Russell,38,17,5,1,223.52,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Marcus Stoinis,DC,KKR,5,c Varun b Russell,1,3,0,0,33.33,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Shimron Hetmyer,DC,KKR,6,not out,7,5,0,1,140.00,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Shubman Gill,KKR,DC,1,c †Pant b Mishra,28,22,2,1,127.27,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Sunil Narine,KKR,DC,1,b Nortje,3,5,0,0,60.00,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Nitish Rana,KKR,DC,3,c sub (AR Patel) b Patel,58,35,4,4,165.71,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Andre Russell,KKR,DC,4,c Nortje b Rabada,13,8,1,1,162.50,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Dinesh Karthik,KKR,DC,5,c Dhawan b Patel,6,8,0,0,75.00,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Eoin Morgan,KKR,DC,6,c Hetmyer b Nortje,44,18,1,5,244.44,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Pat Cummins,KKR,DC,7,c Patel b Nortje,5,4,1,0,125.00,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Rahul Tripathi,KKR,DC,8,b Stoinis,36,16,3,3,225.00,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Kamlesh Nagarkoti,KKR,DC,9,not out,3,3,0,0,100.00,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Shivam Mavi,KKR,DC,10,not out,1,3,0,0,33.33,delhi-capitals-vs-kolkata-knight-riders-16th-match-1216515,2020
Rohit Sharma,MI,SRH,1,c †Bairstow b Sandeep Sharma,6,5,0,1,120.00,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
Quinton de Kock,MI,SRH,1,c & b Rashid Khan,67,39,4,4,171.79,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
Suryakumar Yadav,MI,SRH,3,c Natarajan b Kaul,27,18,6,0,150.00,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
Ishan Kishan,MI,SRH,4,c Pandey b Sandeep Sharma,31,23,1,2,134.78,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
Hardik Pandya,MI,SRH,5,b Kaul,28,19,2,2,147.36,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
Kieron Pollard,MI,SRH,6,not out,25,13,0,3,192.30,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
Krunal Pandya,MI,SRH,7,not out,20,4,2,2,500.00,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
David Warner,SRH,MI,1,c Ishan Kishan b Pattinson,60,44,5,2,136.36,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
Jonny Bairstow,SRH,MI,1,c HH Pandya b Boult,25,15,2,2,166.66,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
Manish Pandey,SRH,MI,3,c Pollard b Pattinson,30,19,4,1,157.89,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
Kane Williamson,SRH,MI,4,c †de Kock b Boult,3,5,0,0,60.00,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
Priyam Garg,SRH,MI,5,c Chahar b KH Pandya,8,7,0,0,114.28,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
Abhishek Sharma,SRH,MI,6,b Bumrah,10,13,0,0,76.92,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
Abdul Samad,SRH,MI,7,c Sharma b Bumrah,20,9,1,2,222.22,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
Rashid Khan,SRH,MI,8,not out,3,7,0,0,42.85,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
Sandeep Sharma,SRH,MI,9,not out,0,1,0,0,0.00,mumbai-indians-vs-sunrisers-hyderabad-17th-match-1216538,2020
KL Rahul,PBKS,CSK,1,c †Dhoni b Thakur,63,52,7,1,121.15,kings-xi-punjab-vs-chennai-super-kings-18th-match-1216513,2020
Mayank Agarwal,PBKS,CSK,1,c Curran b Chawla,26,19,3,0,136.84,kings-xi-punjab-vs-chennai-super-kings-18th-match-1216513,2020
Mandeep Singh,PBKS,CSK,3,c Rayudu b Jadeja,27,16,0,2,168.75,kings-xi-punjab-vs-chennai-super-kings-18th-match-1216513,2020
Nicholas Pooran,PBKS,CSK,4,c Jadeja b Thakur,33,17,1,3,194.11,kings-xi-punjab-vs-chennai-super-kings-18th-match-1216513,2020
Glenn Maxwell,PBKS,CSK,5,not out,11,7,1,0,157.14,kings-xi-punjab-vs-chennai-super-kings-18th-match-1216513,2020
Sarfaraz Khan,PBKS,CSK,6,not out,14,9,2,0,155.55,kings-xi-punjab-vs-chennai-super-kings-18th-match-1216513,2020
Shane Watson,CSK,PBKS,1,not out,83,53,11,3,156.60,kings-xi-punjab-vs-chennai-super-kings-18th-match-1216513,2020
Faf du Plessis,CSK,PBKS,1,not out,87,53,11,1,164.15,kings-xi-punjab-vs-chennai-super-kings-18th-match-1216513,2020
Prithvi Shaw,DC,RCB,1,c †de Villiers b Mohammed Siraj,42,23,5,2,182.60,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Shikhar Dhawan,DC,RCB,1,c Ali b Udana,32,28,3,0,114.28,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Shreyas Iyer,DC,RCB,3,c Padikkal b Ali,11,13,1,0,84.61,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Rishabh Pant,DC,RCB,4,b Mohammed Siraj,37,25,3,2,148.00,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Marcus Stoinis,DC,RCB,5,not out,53,26,6,2,203.84,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Shimron Hetmyer,DC,RCB,6,not out,11,7,0,1,157.14,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Devdutt Padikkal,RCB,DC,1,c Stoinis b Ashwin,4,6,0,0,66.66,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Aaron Finch,RCB,DC,1,c †Pant b AR Patel,13,14,1,0,92.85,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Virat Kohli,RCB,DC,3,c †Pant b Rabada,43,39,2,1,110.25,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
AB de Villiers,RCB,DC,4,c Dhawan b Nortje,9,6,2,0,150.00,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Moeen Ali,RCB,DC,5,c Hetmyer b AR Patel,11,13,1,0,84.61,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Washington Sundar,RCB,DC,6,c Ashwin b Rabada,17,11,3,0,154.54,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Shivam Dube,RCB,DC,7,b Rabada,11,12,0,1,91.66,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Isuru Udana,RCB,DC,8,c Iyer b Rabada,1,3,0,0,33.33,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Navdeep Saini,RCB,DC,9,not out,12,12,1,0,100.00,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Mohammed Siraj,RCB,DC,10,b Nortje,5,4,1,0,125.00,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Yuzvendra Chahal,RCB,DC,11,not out,0,0,0,0,0.00,royal-challengers-bangalore-vs-delhi-capitals-19th-match-1216519,2020
Quinton de Kock,MI,RR,1,c †Buttler b Kartik Tyagi,23,15,3,1,153.33,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Rohit Sharma,MI,RR,1,c Tewatia b Gopal,35,23,2,3,152.17,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Suryakumar Yadav,MI,RR,3,not out,79,47,11,2,168.08,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Ishan Kishan,MI,RR,4,c Samson b Gopal,0,1,0,0,0.00,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Krunal Pandya,MI,RR,5,c Gopal b Archer,12,17,0,1,70.58,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Hardik Pandya,MI,RR,6,not out,30,19,2,1,157.89,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Yashasvi Jaiswal,RR,MI,1,c †de Kock b Boult,0,2,0,0,0.00,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Jos Buttler,RR,MI,1,c Pollard b Pattinson,70,44,4,5,159.09,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Steven Smith,RR,MI,3,c †de Kock b Bumrah,6,7,1,0,85.71,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Sanju Samson,RR,MI,4,c Sharma b Boult,0,3,0,0,0.00,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Mahipal Lomror,RR,MI,5,c sub (AS Roy) b Chahar,11,13,1,0,84.61,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Tom Curran,RR,MI,6,c HH Pandya b Pollard,15,16,1,0,93.75,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Rahul Tewatia,RR,MI,7,b Bumrah,5,6,1,0,83.33,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Jofra Archer,RR,MI,8,c Pollard b Bumrah,24,11,3,1,218.18,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Shreyas Gopal,RR,MI,9,c †de Kock b Bumrah,1,2,0,0,50.00,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Ankit Rajpoot,RR,MI,10,c Sharma b Pattinson,2,5,0,0,40.00,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Kartik Tyagi,RR,MI,11,not out,0,0,0,0,0.00,mumbai-indians-vs-rajasthan-royals-20th-match-1216511,2020
Rahul Tripathi,KKR,CSK,1,c Watson b Bravo,81,51,8,3,158.82,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Shubman Gill,KKR,CSK,1,c †Dhoni b Thakur,11,12,1,0,91.66,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Nitish Rana,KKR,CSK,3,c Jadeja b Sharma,9,10,1,0,90.00,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Sunil Narine,KKR,CSK,4,c du Plessis b Sharma,17,9,1,1,188.88,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Eoin Morgan,KKR,CSK,5,c †Dhoni b Curran,7,10,1,0,70.00,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Andre Russell,KKR,CSK,6,c †Dhoni b Thakur,2,4,0,0,50.00,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Dinesh Karthik,KKR,CSK,7,c Thakur b Curran,12,11,1,0,109.09,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Pat Cummins,KKR,CSK,8,not out,17,9,1,1,188.88,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Kamlesh Nagarkoti,KKR,CSK,9,c du Plessis b Bravo,0,2,0,0,0.00,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Shivam Mavi,KKR,CSK,10,c †Dhoni b Bravo,0,1,0,0,0.00,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Varun Chakravarthy,KKR,CSK,11,run out (Jadeja/†Dhoni),1,1,0,0,100.00,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Shane Watson,CSK,KKR,1,lbw b Narine,50,40,6,1,125.00,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Faf du Plessis,CSK,KKR,1,c †Karthik b Shivam Mavi,17,10,3,0,170.00,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Ambati Rayudu,CSK,KKR,3,c Shubman Gill b Nagarkoti,30,27,3,0,111.11,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
MS Dhoni,CSK,KKR,4,b Varun,11,12,1,0,91.66,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Sam Curran,CSK,KKR,5,c Morgan b Russell,17,11,1,1,154.54,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Kedar Jadhav,CSK,KKR,6,not out,7,12,1,0,58.33,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
Ravindra Jadeja,CSK,KKR,7,not out,21,8,3,1,262.50,kolkata-knight-riders-vs-chennai-super-kings-21st-match-1216501,2020
David Warner,SRH,PBKS,1,c Maxwell b Ravi Bishnoi,52,40,5,1,130.00,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Jonny Bairstow,SRH,PBKS,1,lbw b Ravi Bishnoi,97,55,7,6,176.36,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Abdul Samad,SRH,PBKS,3,c Arshdeep Singh b Ravi Bishnoi,8,7,1,0,114.28,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Manish Pandey,SRH,PBKS,4,c & b Arshdeep Singh,1,2,0,0,50.00,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Kane Williamson,SRH,PBKS,5,not out,20,10,1,1,200.00,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Priyam Garg,SRH,PBKS,6,c Pooran b Arshdeep Singh,0,1,0,0,0.00,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Abhishek Sharma,SRH,PBKS,7,c Maxwell b Mohammed Shami,12,6,1,1,200.00,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Rashid Khan,SRH,PBKS,8,not out,0,0,0,0,0.00,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
KL Rahul,PBKS,SRH,1,c Williamson b Abhishek Sharma,11,16,0,0,68.75,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Mayank Agarwal,PBKS,SRH,1,run out (Warner/Ahmed),9,6,1,0,150.00,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Prabhsimran Singh,PBKS,SRH,3,c Garg b Ahmed,11,8,2,0,137.50,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Nicholas Pooran,PBKS,SRH,4,c Natarajan b Rashid Khan,77,37,5,7,208.10,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Glenn Maxwell,PBKS,SRH,5,run out (Garg),7,12,0,0,58.33,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Mandeep Singh,PBKS,SRH,6,b Rashid Khan,6,6,0,0,100.00,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Mujeeb Ur Rahman,PBKS,SRH,7,c †Bairstow b Ahmed,1,3,0,0,33.33,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Ravi Bishnoi,PBKS,SRH,8,not out,6,7,1,0,85.71,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Mohammed Shami,PBKS,SRH,9,lbw b Rashid Khan,0,1,0,0,0.00,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Sheldon Cottrell,PBKS,SRH,10,b Natarajan,0,2,0,0,0.00,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Arshdeep Singh,PBKS,SRH,11,c Warner b Natarajan,0,3,0,0,0.00,sunrisers-hyderabad-vs-kings-xi-punjab-22nd-match-1216542,2020
Prithvi Shaw,DC,RR,1,c & b Archer,19,10,2,1,190.00,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Shikhar Dhawan,DC,RR,1,c Jaiswal b Archer,5,4,1,0,125.00,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Shreyas Iyer,DC,RR,3,run out (Jaiswal),22,18,4,0,122.22,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Rishabh Pant,DC,RR,4,run out (sub [M Vohra]/Tewatia),5,9,0,0,55.55,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Marcus Stoinis,DC,RR,5,c Smith b Tewatia,39,30,0,4,130.00,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Shimron Hetmyer,DC,RR,6,c Tewatia b Kartik Tyagi,45,24,1,5,187.50,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Harshal Patel,DC,RR,7,c Tewatia b Archer,16,15,1,0,106.66,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Axar Patel,DC,RR,8,c †Buttler b Tye,17,8,2,1,212.50,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Kagiso Rabada,DC,RR,9,not out,2,3,0,0,66.66,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Ravichandran Ashwin,DC,RR,10,not out,0,1,0,0,0.00,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Yashasvi Jaiswal,RR,DC,1,b Stoinis,34,36,1,2,94.44,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Jos Buttler,RR,DC,1,c Dhawan b Ashwin,13,8,2,0,162.50,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Steven Smith,RR,DC,3,c Hetmyer b Nortje,24,17,2,1,141.17,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Sanju Samson,RR,DC,4,c Hetmyer b Stoinis,5,9,0,0,55.55,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Mahipal Lomror,RR,DC,5,c AR Patel b Ashwin,1,2,0,0,50.00,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Rahul Tewatia,RR,DC,6,b Rabada,38,29,3,2,131.03,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Andrew Tye,RR,DC,7,c Rabada b AR Patel,6,6,0,1,100.00,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Jofra Archer,RR,DC,8,c Iyer b Rabada,2,4,0,0,50.00,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Shreyas Gopal,RR,DC,9,c Hetmyer b HV Patel,2,3,0,0,66.66,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Kartik Tyagi,RR,DC,10,not out,2,3,0,0,66.66,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Varun Aaron,RR,DC,11,c †Pant b Rabada,1,2,0,0,50.00,rajasthan-royals-vs-delhi-capitals-23rd-match-1216500,2020
Rahul Tripathi,KKR,PBKS,1,b Mohammed Shami,4,10,1,0,40.00,kings-xi-punjab-vs-kolkata-knight-riders-24th-match-1216523,2020
Shubman Gill,KKR,PBKS,1,run out (Mandeep Singh/†Prabhsimran Singh),57,47,5,0,121.27,kings-xi-punjab-vs-kolkata-knight-riders-24th-match-1216523,2020
Nitish Rana,KKR,PBKS,3,run out (Mohammed Shami/Pooran),2,4,0,0,50.00,kings-xi-punjab-vs-kolkata-knight-riders-24th-match-1216523,2020
Eoin Morgan,KKR,PBKS,4,c Maxwell b Ravi Bishnoi,24,23,2,1,104.34,kings-xi-punjab-vs-kolkata-knight-riders-24th-match-1216523,2020
Dinesh Karthik,KKR,PBKS,5,run out (Pooran/†Prabhsimran Singh),58,29,8,2,200.00,kings-xi-punjab-vs-kolkata-knight-riders-24th-match-1216523,2020
Andre Russell,KKR,PBKS,6,c †Prabhsimran Singh b Arshdeep Singh,5,3,1,0,166.66,kings-xi-punjab-vs-kolkata-knight-riders-24th-match-1216523,2020
Pat Cummins,KKR,PBKS,7,not out,5,4,0,0,125.00,kings-xi-punjab-vs-kolkata-knight-riders-24th-match-1216523,2020
KL Rahul,PBKS,KKR,1,b Prasidh Krishna,74,58,6,0,127.58,kings-xi-punjab-vs-kolkata-knight-riders-24th-match-1216523,2020
Mayank Agarwal,PBKS,KKR,1,c Shubman Gill b Prasidh Krishna,56,39,6,1,143.58,kings-xi-punjab-vs-kolkata-knight-riders-24th-match-1216523,2020
Nicholas Pooran,PBKS,KKR,3,b Narine,16,10,2,1,160.00,kings-xi-punjab-vs-kolkata-knight-riders-24th-match-1216523,2020
Prabhsimran Singh,PBKS,KKR,4,c Rana b Prasidh Krishna,4,7,0,0,57.14,kings-xi-punjab-vs-kolkata-knight-riders-24th-match-1216523,2020
