name,team,opposition,overs,maidens,runs,wickets,economy,match_id,year
Karn Sharma,SRH,MI,4.0,0,33,0,8.25,mumbai-indians-vs-sunrisers-hyderabad-20th-match-729317,2014
Daren Sammy,SRH,MI,2.0,0,20,1,10.00,mumbai-indians-vs-sunrisers-hyderabad-20th-match-729317,2014
Amit Mishra,SRH,MI,4.0,0,54,0,13.50,mumbai-indians-vs-sunrisers-hyderabad-20th-match-729317,2014
Irfan Pathan,SRH,MI,2.0,0,10,2,5.00,mumbai-indians-vs-sunrisers-hyderabad-20th-match-729317,2014
Shakib Al Hasan,KKR,CSK,4.0,0,25,2,6.25,chennai-super-kings-vs-kolkata-knight-riders-21st-match-733971,2014
Sunil Narine,KKR,CSK,4.0,0,26,0,6.50,chennai-super-kings-vs-kolkata-knight-riders-21st-match-733971,2014
Piyush Chawla,KKR,CSK,3.0,0,31,0,10.33,chennai-super-kings-vs-kolkata-knight-riders-21st-match-733971,2014
Vinay Kumar,KKR,CSK,3.0,0,26,0,8.66,chennai-super-kings-vs-kolkata-knight-riders-21st-match-733971,2014
Jacques Kallis,KKR,CSK,1.0,0,10,0,10.00,chennai-super-kings-vs-kolkata-knight-riders-21st-match-733971,2014
Andre Russell,KKR,CSK,2.0,0,25,1,12.50,chennai-super-kings-vs-kolkata-knight-riders-21st-match-733971,2014
Ben Hilfenhaus,CSK,KKR,3.0,0,26,0,8.66,chennai-super-kings-vs-kolkata-knight-riders-21st-match-733971,2014
Ishwar Pandey,CSK,KKR,2.0,0,20,0,10.00,chennai-super-kings-vs-kolkata-knight-riders-21st-match-733971,2014
Mohit Sharma,CSK,KKR,3.0,0,22,3,7.33,chennai-super-kings-vs-kolkata-knight-riders-21st-match-733971,2014
Ravichandran Ashwin,CSK,KKR,4.0,0,21,1,5.25,chennai-super-kings-vs-kolkata-knight-riders-21st-match-733971,2014
Ravindra Jadeja,CSK,KKR,4.0,0,12,4,3.00,chennai-super-kings-vs-kolkata-knight-riders-21st-match-733971,2014
Suresh Raina,CSK,KKR,1.0,0,10,0,10.00,chennai-super-kings-vs-kolkata-knight-riders-21st-match-733971,2014
Zaheer Khan,MI,PBKS,3.3,0,28,0,8.00,mumbai-indians-vs-kings-xi-punjab-22nd-match-733973,2014
Jasprit Bumrah,MI,PBKS,4.0,0,25,0,6.25,mumbai-indians-vs-kings-xi-punjab-22nd-match-733973,2014
Corey Anderson,MI,PBKS,2.0,0,17,1,8.50,mumbai-indians-vs-kings-xi-punjab-22nd-match-733973,2014
Lasith Malinga,MI,PBKS,4.0,0,25,1,6.25,mumbai-indians-vs-kings-xi-punjab-22nd-match-733973,2014
Harbhajan Singh,MI,PBKS,4.0,0,34,2,8.50,mumbai-indians-vs-kings-xi-punjab-22nd-match-733973,2014
Kieron Pollard,MI,PBKS,2.3,0,32,0,12.80,mumbai-indians-vs-kings-xi-punjab-22nd-match-733973,2014
Sandeep Sharma,PBKS,MI,3.1,0,29,2,9.15,mumbai-indians-vs-kings-xi-punjab-22nd-match-733973,2014
Lakshmipathy Balaji,PBKS,MI,4.0,0,38,1,9.50,mumbai-indians-vs-kings-xi-punjab-22nd-match-733973,2014
Mitchell Johnson,PBKS,MI,4.0,0,37,0,9.25,mumbai-indians-vs-kings-xi-punjab-22nd-match-733973,2014
Axar Patel,PBKS,MI,4.0,0,40,0,10.00,mumbai-indians-vs-kings-xi-punjab-22nd-match-733973,2014
Rishi Dhawan,PBKS,MI,4.0,0,23,2,5.75,mumbai-indians-vs-kings-xi-punjab-22nd-match-733973,2014
Stuart Binny,RR,DC,1.0,0,9,0,9.00,delhi-daredevils-vs-rajasthan-royals-23rd-match-733975,2014
Kane Richardson,RR,DC,4.0,0,39,1,9.75,delhi-daredevils-vs-rajasthan-royals-23rd-match-733975,2014
Dhawal Kulkarni,RR,DC,3.0,0,18,0,6.00,delhi-daredevils-vs-rajasthan-royals-23rd-match-733975,2014
Shane Watson,RR,DC,1.0,0,11,0,11.00,delhi-daredevils-vs-rajasthan-royals-23rd-match-733975,2014
James Faulkner,RR,DC,4.0,0,26,2,6.50,delhi-daredevils-vs-rajasthan-royals-23rd-match-733975,2014
Pravin Tambe,RR,DC,4.0,0,25,2,6.25,delhi-daredevils-vs-rajasthan-royals-23rd-match-733975,2014
Rajat Bhatia,RR,DC,3.0,0,21,0,7.00,delhi-daredevils-vs-rajasthan-royals-23rd-match-733975,2014
Shahbaz Nadeem,DC,RR,4.0,0,30,1,7.50,delhi-daredevils-vs-rajasthan-royals-23rd-match-733975,2014
Mohammed Shami,DC,RR,4.0,0,22,1,5.50,delhi-daredevils-vs-rajasthan-royals-23rd-match-733975,2014
Wayne Parnell,DC,RR,4.0,0,35,1,8.75,delhi-daredevils-vs-rajasthan-royals-23rd-match-733975,2014
Jaydev Unadkat,DC,RR,3.3,0,36,0,10.28,delhi-daredevils-vs-rajasthan-royals-23rd-match-733975,2014
Rahul Sharma,DC,RR,3.0,0,32,0,10.66,delhi-daredevils-vs-rajasthan-royals-23rd-match-733975,2014
Mitchell Starc,RCB,SRH,4.0,0,21,2,5.25,royal-challengers-bangalore-vs-sunrisers-hyderabad-24th-match-733977,2014
Ashok Dinda,RCB,SRH,4.0,0,39,1,9.75,royal-challengers-bangalore-vs-sunrisers-hyderabad-24th-match-733977,2014
Varun Aaron,RCB,SRH,4.0,0,33,2,8.25,royal-challengers-bangalore-vs-sunrisers-hyderabad-24th-match-733977,2014
Harshal Patel,RCB,SRH,4.0,0,29,1,7.25,royal-challengers-bangalore-vs-sunrisers-hyderabad-24th-match-733977,2014
Yuzvendra Chahal,RCB,SRH,4.0,0,30,0,7.50,royal-challengers-bangalore-vs-sunrisers-hyderabad-24th-match-733977,2014
Dale Steyn,SRH,RCB,4.0,0,39,0,9.75,royal-challengers-bangalore-vs-sunrisers-hyderabad-24th-match-733977,2014
Bhuvneshwar Kumar,SRH,RCB,4.0,0,16,2,4.00,royal-challengers-bangalore-vs-sunrisers-hyderabad-24th-match-733977,2014
Ishant Sharma,SRH,RCB,3.0,0,35,0,11.66,royal-challengers-bangalore-vs-sunrisers-hyderabad-24th-match-733977,2014
Karn Sharma,SRH,RCB,4.0,0,17,3,4.25,royal-challengers-bangalore-vs-sunrisers-hyderabad-24th-match-733977,2014
Irfan Pathan,SRH,RCB,2.5,0,25,0,8.82,royal-challengers-bangalore-vs-sunrisers-hyderabad-24th-match-733977,2014
Daren Sammy,SRH,RCB,2.0,0,25,0,12.50,royal-challengers-bangalore-vs-sunrisers-hyderabad-24th-match-733977,2014
Vinay Kumar,KKR,RR,4.0,0,42,2,10.50,rajasthan-royals-vs-kolkata-knight-riders-25th-match-733979,2014
Umesh Yadav,KKR,RR,3.0,0,31,0,10.33,rajasthan-royals-vs-kolkata-knight-riders-25th-match-733979,2014
Shakib Al Hasan,KKR,RR,4.0,0,25,1,6.25,rajasthan-royals-vs-kolkata-knight-riders-25th-match-733979,2014
Sunil Narine,KKR,RR,4.0,0,28,2,7.00,rajasthan-royals-vs-kolkata-knight-riders-25th-match-733979,2014
Andre Russell,KKR,RR,3.0,0,27,0,9.00,rajasthan-royals-vs-kolkata-knight-riders-25th-match-733979,2014
Ryan ten Doeschate,KKR,RR,2.0,0,14,0,7.00,rajasthan-royals-vs-kolkata-knight-riders-25th-match-733979,2014
Shane Watson,RR,KKR,4.0,0,21,3,5.25,rajasthan-royals-vs-kolkata-knight-riders-25th-match-733979,2014
Tim Southee,RR,KKR,3.0,0,33,0,11.00,rajasthan-royals-vs-kolkata-knight-riders-25th-match-733979,2014
Pravin Tambe,RR,KKR,4.0,0,26,3,6.50,rajasthan-royals-vs-kolkata-knight-riders-25th-match-733979,2014
James Faulkner,RR,KKR,4.0,0,27,0,6.75,rajasthan-royals-vs-kolkata-knight-riders-25th-match-733979,2014
Rajat Bhatia,RR,KKR,3.0,0,30,0,10.00,rajasthan-royals-vs-kolkata-knight-riders-25th-match-733979,2014
Rahul Tewatia,RR,KKR,2.0,0,18,0,9.00,rajasthan-royals-vs-kolkata-knight-riders-25th-match-733979,2014
Ben Hilfenhaus,CSK,DC,4.0,0,34,1,8.50,delhi-daredevils-vs-chennai-super-kings-26th-match-733981,2014
Ishwar Pandey,CSK,DC,3.0,1,26,0,8.66,delhi-daredevils-vs-chennai-super-kings-26th-match-733981,2014
Mohit Sharma,CSK,DC,4.0,0,51,1,12.75,delhi-daredevils-vs-chennai-super-kings-26th-match-733981,2014
Ravindra Jadeja,CSK,DC,4.0,0,23,1,5.75,delhi-daredevils-vs-chennai-super-kings-26th-match-733981,2014
Ravichandran Ashwin,CSK,DC,4.0,0,29,1,7.25,delhi-daredevils-vs-chennai-super-kings-26th-match-733981,2014
Dwayne Smith,CSK,DC,1.0,0,9,0,9.00,delhi-daredevils-vs-chennai-super-kings-26th-match-733981,2014
Mohammed Shami,DC,CSK,4.0,0,42,0,10.50,delhi-daredevils-vs-chennai-super-kings-26th-match-733981,2014
Wayne Parnell,DC,CSK,4.0,0,25,1,6.25,delhi-daredevils-vs-chennai-super-kings-26th-match-733981,2014
Jaydev Unadkat,DC,CSK,3.4,0,47,0,12.81,delhi-daredevils-vs-chennai-super-kings-26th-match-733981,2014
Shahbaz Nadeem,DC,CSK,4.0,0,27,0,6.75,delhi-daredevils-vs-chennai-super-kings-26th-match-733981,2014
Laxmi Shukla,DC,CSK,4.0,0,31,1,7.75,delhi-daredevils-vs-chennai-super-kings-26th-match-733981,2014
Mitchell Starc,RCB,MI,4.0,0,29,0,7.25,mumbai-indians-vs-royal-challengers-bangalore-27th-match-733983,2014
Ashok Dinda,RCB,MI,3.0,0,38,1,12.66,mumbai-indians-vs-royal-challengers-bangalore-27th-match-733983,2014
Harshal Patel,RCB,MI,4.0,0,28,1,7.00,mumbai-indians-vs-royal-challengers-bangalore-27th-match-733983,2014
Varun Aaron,RCB,MI,4.0,0,41,1,10.25,mumbai-indians-vs-royal-challengers-bangalore-27th-match-733983,2014
Yuzvendra Chahal,RCB,MI,4.0,0,30,1,7.50,mumbai-indians-vs-royal-challengers-bangalore-27th-match-733983,2014
Yuvraj Singh,RCB,MI,1.0,0,9,0,9.00,mumbai-indians-vs-royal-challengers-bangalore-27th-match-733983,2014
Pawan Suyal,MI,RCB,3.0,0,35,1,11.66,mumbai-indians-vs-royal-challengers-bangalore-27th-match-733983,2014
Jasprit Bumrah,MI,RCB,4.0,0,22,2,5.50,mumbai-indians-vs-royal-challengers-bangalore-27th-match-733983,2014
Harbhajan Singh,MI,RCB,4.0,0,33,2,8.25,mumbai-indians-vs-royal-challengers-bangalore-27th-match-733983,2014
Lasith Malinga,MI,RCB,4.0,0,29,2,7.25,mumbai-indians-vs-royal-challengers-bangalore-27th-match-733983,2014
Kieron Pollard,MI,RCB,4.0,0,37,0,9.25,mumbai-indians-vs-royal-challengers-bangalore-27th-match-733983,2014
Rohit Sharma,MI,RCB,1.0,0,6,0,6.00,mumbai-indians-vs-royal-challengers-bangalore-27th-match-733983,2014
Suryakumar Yadav,KKR,DC,1.0,0,8,0,8.00,delhi-daredevils-vs-kolkata-knight-riders-28th-match-733985,2014
Jacques Kallis,KKR,DC,4.0,0,38,1,9.50,delhi-daredevils-vs-kolkata-knight-riders-28th-match-733985,2014
Umesh Yadav,KKR,DC,4.0,0,26,1,6.50,delhi-daredevils-vs-kolkata-knight-riders-28th-match-733985,2014
Shakib Al Hasan,KKR,DC,4.0,0,13,1,3.25,delhi-daredevils-vs-kolkata-knight-riders-28th-match-733985,2014
Sunil Narine,KKR,DC,4.0,0,38,1,9.50,delhi-daredevils-vs-kolkata-knight-riders-28th-match-733985,2014
Vinay Kumar,KKR,DC,3.0,0,31,0,10.33,delhi-daredevils-vs-kolkata-knight-riders-28th-match-733985,2014
Mohammed Shami,DC,KKR,4.0,0,23,0,5.75,delhi-daredevils-vs-kolkata-knight-riders-28th-match-733985,2014
Wayne Parnell,DC,KKR,4.0,0,21,2,5.25,delhi-daredevils-vs-kolkata-knight-riders-28th-match-733985,2014
Laxmi Shukla,DC,KKR,2.0,0,19,0,9.50,delhi-daredevils-vs-kolkata-knight-riders-28th-match-733985,2014
Siddarth Kaul,DC,KKR,3.0,0,29,0,9.66,delhi-daredevils-vs-kolkata-knight-riders-28th-match-733985,2014
Jean-Paul Duminy,DC,KKR,2.0,0,24,0,12.00,delhi-daredevils-vs-kolkata-knight-riders-28th-match-733985,2014
Shahbaz Nadeem,DC,KKR,3.2,0,34,0,10.19,delhi-daredevils-vs-kolkata-knight-riders-28th-match-733985,2014
Ben Hilfenhaus,CSK,PBKS,4.0,0,36,1,9.00,kings-xi-punjab-vs-chennai-super-kings-29th-match-733987,2014
Ishwar Pandey,CSK,PBKS,4.0,0,41,0,10.25,kings-xi-punjab-vs-chennai-super-kings-29th-match-733987,2014
Mohit Sharma,CSK,PBKS,4.0,0,38,2,9.50,kings-xi-punjab-vs-chennai-super-kings-29th-match-733987,2014
Dwayne Smith,CSK,PBKS,3.0,0,36,1,12.00,kings-xi-punjab-vs-chennai-super-kings-29th-match-733987,2014
Ravindra Jadeja,CSK,PBKS,3.0,0,37,0,12.33,kings-xi-punjab-vs-chennai-super-kings-29th-match-733987,2014
Ravichandran Ashwin,CSK,PBKS,2.0,0,38,0,19.00,kings-xi-punjab-vs-chennai-super-kings-29th-match-733987,2014
Sandeep Sharma,PBKS,CSK,4.0,0,37,1,9.25,kings-xi-punjab-vs-chennai-super-kings-29th-match-733987,2014
Mitchell Johnson,PBKS,CSK,4.0,0,37,2,9.25,kings-xi-punjab-vs-chennai-super-kings-29th-match-733987,2014
Murali Kartik,PBKS,CSK,4.0,0,40,0,10.00,kings-xi-punjab-vs-chennai-super-kings-29th-match-733987,2014
Axar Patel,PBKS,CSK,4.0,0,28,0,7.00,kings-xi-punjab-vs-chennai-super-kings-29th-match-733987,2014
Glenn Maxwell,PBKS,CSK,2.0,0,21,1,10.50,kings-xi-punjab-vs-chennai-super-kings-29th-match-733987,2014
Rishi Dhawan,PBKS,CSK,2.0,0,23,1,11.50,kings-xi-punjab-vs-chennai-super-kings-29th-match-733987,2014
Kane Richardson,RR,SRH,4.0,0,28,0,7.00,rajasthan-royals-vs-sunrisers-hyderabad-30th-match-733989,2014
Dhawal Kulkarni,RR,SRH,2.0,0,19,0,9.50,rajasthan-royals-vs-sunrisers-hyderabad-30th-match-733989,2014
Shane Watson,RR,SRH,2.0,0,13,3,6.50,rajasthan-royals-vs-sunrisers-hyderabad-30th-match-733989,2014
James Faulkner,RR,SRH,4.0,0,20,0,5.00,rajasthan-royals-vs-sunrisers-hyderabad-30th-match-733989,2014
Rajat Bhatia,RR,SRH,4.0,0,23,3,5.75,rajasthan-royals-vs-sunrisers-hyderabad-30th-match-733989,2014
Pravin Tambe,RR,SRH,4.0,0,21,1,5.25,rajasthan-royals-vs-sunrisers-hyderabad-30th-match-733989,2014
Bhuvneshwar Kumar,SRH,RR,4.0,0,14,4,3.50,rajasthan-royals-vs-sunrisers-hyderabad-30th-match-733989,2014
Dale Steyn,SRH,RR,4.0,0,31,2,7.75,rajasthan-royals-vs-sunrisers-hyderabad-30th-match-733989,2014
Karn Sharma,SRH,RR,4.0,0,20,1,5.00,rajasthan-royals-vs-sunrisers-hyderabad-30th-match-733989,2014
Moises Henriques,SRH,RR,2.0,0,11,1,5.50,rajasthan-royals-vs-sunrisers-hyderabad-30th-match-733989,2014
Amit Mishra,SRH,RR,4.0,0,13,0,3.25,rajasthan-royals-vs-sunrisers-hyderabad-30th-match-733989,2014
Irfan Pathan,SRH,RR,1.5,0,8,1,4.36,rajasthan-royals-vs-sunrisers-hyderabad-30th-match-733989,2014
Mitchell Starc,RCB,PBKS,4.0,0,43,2,10.75,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-733991,2014
Albie Morkel,RCB,PBKS,4.0,0,20,1,5.00,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-733991,2014
Varun Aaron,RCB,PBKS,4.0,0,35,1,8.75,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-733991,2014
Harshal Patel,RCB,PBKS,3.0,0,56,2,18.66,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-733991,2014
Yuzvendra Chahal,RCB,PBKS,4.0,0,23,2,5.75,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-733991,2014
Yuvraj Singh,RCB,PBKS,1.0,0,19,0,19.00,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-733991,2014
Sandeep Sharma,PBKS,RCB,4.0,0,25,3,6.25,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-733991,2014
Mitchell Johnson,PBKS,RCB,4.0,0,25,1,6.25,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-733991,2014
Lakshmipathy Balaji,PBKS,RCB,3.0,0,43,2,14.33,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-733991,2014
Axar Patel,PBKS,RCB,4.0,0,22,1,5.50,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-733991,2014
Shivam Sharma,PBKS,RCB,4.0,0,26,2,6.50,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-733991,2014
Glenn Maxwell,PBKS,RCB,1.0,0,24,0,24.00,royal-challengers-bangalore-vs-kings-xi-punjab-31st-match-733991,2014
Dale Steyn,SRH,DC,4.0,0,20,2,5.00,delhi-daredevils-vs-sunrisers-hyderabad-32nd-match-733993,2014
Bhuvneshwar Kumar,SRH,DC,4.0,0,23,1,5.75,delhi-daredevils-vs-sunrisers-hyderabad-32nd-match-733993,2014
Karn Sharma,SRH,DC,3.0,0,29,0,9.66,delhi-daredevils-vs-sunrisers-hyderabad-32nd-match-733993,2014
Moises Henriques,SRH,DC,3.0,0,26,2,8.66,delhi-daredevils-vs-sunrisers-hyderabad-32nd-match-733993,2014
Amit Mishra,SRH,DC,3.0,0,23,2,7.66,delhi-daredevils-vs-sunrisers-hyderabad-32nd-match-733993,2014
Irfan Pathan,SRH,DC,3.0,0,18,0,6.00,delhi-daredevils-vs-sunrisers-hyderabad-32nd-match-733993,2014
Mohammed Shami,DC,SRH,1.0,0,6,0,6.00,delhi-daredevils-vs-sunrisers-hyderabad-32nd-match-733993,2014
Siddarth Kaul,DC,SRH,1.0,0,5,1,5.00,delhi-daredevils-vs-sunrisers-hyderabad-32nd-match-733993,2014
Imran Tahir,DC,SRH,1.0,0,7,0,7.00,delhi-daredevils-vs-sunrisers-hyderabad-32nd-match-733993,2014
Rahul Shukla,DC,SRH,1.0,0,13,1,13.00,delhi-daredevils-vs-sunrisers-hyderabad-32nd-match-733993,2014
Laxmi Shukla,DC,SRH,0.2,0,7,0,21.00,delhi-daredevils-vs-sunrisers-hyderabad-32nd-match-733993,2014
Samuel Badree,CSK,MI,4.0,0,34,1,8.50,mumbai-indians-vs-chennai-super-kings-33rd-match-733995,2014
Ishwar Pandey,CSK,MI,4.0,0,34,1,8.50,mumbai-indians-vs-chennai-super-kings-33rd-match-733995,2014
Ravindra Jadeja,CSK,MI,4.0,0,33,0,8.25,mumbai-indians-vs-chennai-super-kings-33rd-match-733995,2014
Mohit Sharma,CSK,MI,4.0,0,26,1,6.50,mumbai-indians-vs-chennai-super-kings-33rd-match-733995,2014
Ravichandran Ashwin,CSK,MI,4.0,0,30,3,7.50,mumbai-indians-vs-chennai-super-kings-33rd-match-733995,2014
Praveen Kumar,MI,CSK,4.0,0,31,2,7.75,mumbai-indians-vs-chennai-super-kings-33rd-match-733995,2014
Lasith Malinga,MI,CSK,4.0,0,15,2,3.75,mumbai-indians-vs-chennai-super-kings-33rd-match-733995,2014
Jasprit Bumrah,MI,CSK,4.0,0,33,0,8.25,mumbai-indians-vs-chennai-super-kings-33rd-match-733995,2014
Harbhajan Singh,MI,CSK,4.0,0,22,0,5.50,mumbai-indians-vs-chennai-super-kings-33rd-match-733995,2014
Kieron Pollard,MI,CSK,2.3,0,42,1,16.80,mumbai-indians-vs-chennai-super-kings-33rd-match-733995,2014
Corey Anderson,MI,CSK,1.0,0,11,0,11.00,mumbai-indians-vs-chennai-super-kings-33rd-match-733995,2014
Jacques Kallis,KKR,PBKS,3.0,0,38,0,12.66,kings-xi-punjab-vs-kolkata-knight-riders-34th-match-733997,2014
Morne Morkel,KKR,PBKS,4.0,0,20,2,5.00,kings-xi-punjab-vs-kolkata-knight-riders-34th-match-733997,2014
Umesh Yadav,KKR,PBKS,4.0,0,34,1,8.50,kings-xi-punjab-vs-kolkata-knight-riders-34th-match-733997,2014
Sunil Narine,KKR,PBKS,4.0,0,30,1,7.50,kings-xi-punjab-vs-kolkata-knight-riders-34th-match-733997,2014
Piyush Chawla,KKR,PBKS,4.0,0,19,3,4.75,kings-xi-punjab-vs-kolkata-knight-riders-34th-match-733997,2014
Ryan ten Doeschate,KKR,PBKS,1.0,0,6,0,6.00,kings-xi-punjab-vs-kolkata-knight-riders-34th-match-733997,2014
Sandeep Sharma,PBKS,KKR,4.0,0,32,0,8.00,kings-xi-punjab-vs-kolkata-knight-riders-34th-match-733997,2014
Mitchell Johnson,PBKS,KKR,3.0,0,33,0,11.00,kings-xi-punjab-vs-kolkata-knight-riders-34th-match-733997,2014
Axar Patel,PBKS,KKR,4.0,0,20,0,5.00,kings-xi-punjab-vs-kolkata-knight-riders-34th-match-733997,2014
Parvinder Awana,PBKS,KKR,2.0,0,20,1,10.00,kings-xi-punjab-vs-kolkata-knight-riders-34th-match-733997,2014
Rishi Dhawan,PBKS,KKR,4.0,0,32,0,8.00,kings-xi-punjab-vs-kolkata-knight-riders-34th-match-733997,2014
Glenn Maxwell,PBKS,KKR,1.0,0,11,0,11.00,kings-xi-punjab-vs-kolkata-knight-riders-34th-match-733997,2014
Kane Richardson,RR,RCB,4.0,0,43,2,10.75,royal-challengers-bangalore-vs-rajasthan-royals-35th-match-733999,2014
Shane Watson,RR,RCB,4.0,0,35,0,8.75,royal-challengers-bangalore-vs-rajasthan-royals-35th-match-733999,2014
James Faulkner,RR,RCB,4.0,0,42,1,10.50,royal-challengers-bangalore-vs-rajasthan-royals-35th-match-733999,2014
Pravin Tambe,RR,RCB,4.0,0,38,1,9.50,royal-challengers-bangalore-vs-rajasthan-royals-35th-match-733999,2014
Rahul Tewatia,RR,RCB,3.0,0,17,1,5.66,royal-challengers-bangalore-vs-rajasthan-royals-35th-match-733999,2014
Rajat Bhatia,RR,RCB,1.0,0,13,0,13.00,royal-challengers-bangalore-vs-rajasthan-royals-35th-match-733999,2014
Albie Morkel,RCB,RR,2.0,0,20,0,10.00,royal-challengers-bangalore-vs-rajasthan-royals-35th-match-733999,2014
Mitchell Starc,RCB,RR,3.0,0,33,0,11.00,royal-challengers-bangalore-vs-rajasthan-royals-35th-match-733999,2014
Ashok Dinda,RCB,RR,3.0,0,37,0,12.33,royal-challengers-bangalore-vs-rajasthan-royals-35th-match-733999,2014
Varun Aaron,RCB,RR,2.5,0,41,0,14.47,royal-challengers-bangalore-vs-rajasthan-royals-35th-match-733999,2014
Yuvraj Singh,RCB,RR,4.0,0,35,4,8.75,royal-challengers-bangalore-vs-rajasthan-royals-35th-match-733999,2014
Yuzvendra Chahal,RCB,RR,4.0,0,24,1,6.00,royal-challengers-bangalore-vs-rajasthan-royals-35th-match-733999,2014
Corey Anderson,MI,SRH,2.0,0,17,0,8.50,sunrisers-hyderabad-vs-mumbai-indians-36th-match-734001,2014
Jasprit Bumrah,MI,SRH,4.0,0,24,0,6.00,sunrisers-hyderabad-vs-mumbai-indians-36th-match-734001,2014
Harbhajan Singh,MI,SRH,4.0,0,27,0,6.75,sunrisers-hyderabad-vs-mumbai-indians-36th-match-734001,2014
Lasith Malinga,MI,SRH,4.0,0,35,2,8.75,sunrisers-hyderabad-vs-mumbai-indians-36th-match-734001,2014
Pragyan Ojha,MI,SRH,4.0,0,32,0,8.00,sunrisers-hyderabad-vs-mumbai-indians-36th-match-734001,2014
Kieron Pollard,MI,SRH,2.0,0,21,0,10.50,sunrisers-hyderabad-vs-mumbai-indians-36th-match-734001,2014
Dale Steyn,SRH,MI,4.0,0,29,0,7.25,sunrisers-hyderabad-vs-mumbai-indians-36th-match-734001,2014
Bhuvneshwar Kumar,SRH,MI,4.0,0,21,2,5.25,sunrisers-hyderabad-vs-mumbai-indians-36th-match-734001,2014
Irfan Pathan,SRH,MI,2.0,0,29,0,14.50,sunrisers-hyderabad-vs-mumbai-indians-36th-match-734001,2014
Amit Mishra,SRH,MI,3.0,0,33,0,11.00,sunrisers-hyderabad-vs-mumbai-indians-36th-match-734001,2014
Karn Sharma,SRH,MI,2.4,0,25,0,9.37,sunrisers-hyderabad-vs-mumbai-indians-36th-match-734001,2014
Moises Henriques,SRH,MI,3.0,0,23,1,7.66,sunrisers-hyderabad-vs-mumbai-indians-36th-match-734001,2014
Samuel Badree,CSK,RR,4.0,0,19,1,4.75,chennai-super-kings-vs-rajasthan-royals-37th-match-734003,2014
Ishwar Pandey,CSK,RR,3.0,0,18,0,6.00,chennai-super-kings-vs-rajasthan-royals-37th-match-734003,2014
Mohit Sharma,CSK,RR,4.0,0,31,3,7.75,chennai-super-kings-vs-rajasthan-royals-37th-match-734003,2014
Ravichandran Ashwin,CSK,RR,4.0,0,39,1,9.75,chennai-super-kings-vs-rajasthan-royals-37th-match-734003,2014
Ravindra Jadeja,CSK,RR,4.0,0,18,2,4.50,chennai-super-kings-vs-rajasthan-royals-37th-match-734003,2014
Vijay Shankar,CSK,RR,1.0,0,19,0,19.00,chennai-super-kings-vs-rajasthan-royals-37th-match-734003,2014
Ankit Sharma,RR,CSK,4.0,0,20,2,5.00,chennai-super-kings-vs-rajasthan-royals-37th-match-734003,2014
James Faulkner,RR,CSK,3.4,0,37,1,10.09,chennai-super-kings-vs-rajasthan-royals-37th-match-734003,2014
Pravin Tambe,RR,CSK,4.0,0,34,0,8.50,chennai-super-kings-vs-rajasthan-royals-37th-match-734003,2014
Kevon Cooper,RR,CSK,4.0,0,25,1,6.25,chennai-super-kings-vs-rajasthan-royals-37th-match-734003,2014
Rajat Bhatia,RR,CSK,4.0,0,30,1,7.50,chennai-super-kings-vs-rajasthan-royals-37th-match-734003,2014
Jean-Paul Duminy,DC,RCB,4.0,0,25,0,6.25,royal-challengers-bangalore-vs-delhi-daredevils-38th-match-734005,2014
Mohammed Shami,DC,RCB,4.0,0,31,1,7.75,royal-challengers-bangalore-vs-delhi-daredevils-38th-match-734005,2014
Siddarth Kaul,DC,RCB,4.0,0,37,1,9.25,royal-challengers-bangalore-vs-delhi-daredevils-38th-match-734005,2014
Rahul Shukla,DC,RCB,4.0,0,41,1,10.25,royal-challengers-bangalore-vs-delhi-daredevils-38th-match-734005,2014
Imran Tahir,DC,RCB,4.0,0,48,0,12.00,royal-challengers-bangalore-vs-delhi-daredevils-38th-match-734005,2014
Muthiah Muralidaran,RCB,DC,4.0,0,25,2,6.25,royal-challengers-bangalore-vs-delhi-daredevils-38th-match-734005,2014
Mitchell Starc,RCB,DC,4.0,0,26,2,6.50,royal-challengers-bangalore-vs-delhi-daredevils-38th-match-734005,2014
Abu Nechim,RCB,DC,4.0,0,40,1,10.00,royal-challengers-bangalore-vs-delhi-daredevils-38th-match-734005,2014
Yuzvendra Chahal,RCB,DC,4.0,0,45,1,11.25,royal-challengers-bangalore-vs-delhi-daredevils-38th-match-734005,2014
Yuvraj Singh,RCB,DC,4.0,0,28,0,7.00,royal-challengers-bangalore-vs-delhi-daredevils-38th-match-734005,2014
Sandeep Sharma,PBKS,SRH,4.0,0,65,1,16.25,sunrisers-hyderabad-vs-kings-xi-punjab-39th-match-734007,2014
Mitchell Johnson,PBKS,SRH,4.0,0,26,0,6.50,sunrisers-hyderabad-vs-kings-xi-punjab-39th-match-734007,2014
